"X"	"Zillow_Home_ID"	"Current_Price"	"Price_Each_SQFT"	"Price_History"	"Tax_History"	"URL"	"Address"	"Zip_Code"	"Neighborhood"	"School"	"Lot_Size"	"Floor_Size"	"MLS_Number"	"Parcel_Number"	"Stories"	"Built_Year"	"Last_Remodel_Year"	"House_Type"	"Structure_Type"	"Bath_Num"	"Bed_Num"	"Room_Num"
"103"	103	2094951290	"2,12,900"	102	NA	NA	"https://www.zillow.com/homedetails/2094951290_zpid/"	"0(Lot17)LorisLnJacksonville,FL32210"	"32210"	"SettlersLanding"	"4_EnterpriseLearningAcademy_PK-5_1.9mi;2_JeffersonDavisMiddle_6-8_3.2mi;2_NathanB.ForrestHigh_9-12_2.7mi"	NA	"2,084"	"871908"	NA	NA	2017	NA	"SingleFamily"	NA	"2"	"4"	NA
"104"	104	44431570	"89,900"	92	NA	NA	"https://www.zillow.com/homedetails/44431570_zpid/"	"6788MissMuffetLnS,Jacksonville,FL32210"	"32210"	"HydePark"	"1_HydeGroveElementary_PK-5_0.4mi;2_J.E.B.StuartMiddle_6-8_1.8mi;3_EdwardH.WhiteHigh_9-12_1.1mi"	NA	"975"	"871876"	184770000	NA	1960	NA	"SingleFamily"	NA	NA	"3"	NA
"105"	105	44419191	":02819777:51:113:200069,900"	NA	NA	NA	"https://www.zillow.com/homedetails/44419191_zpid/"	"7357SharbethDrS,Jacksonville,FL32210"	"32210"	"CedarHills"	"1_OakHillElementary_PK-5_0.7mi;2_JeffersonDavisMiddle_6-8_0.5mi;2_NathanB.ForrestHigh_9-12_0.8mi"	"0.28"	"1,401"	NA	139260034	NA	1977	NA	"SingleFamily"	NA	"2"	"3"	NA
"106"	106	71033620	"1,58,000"	142	NA	NA	"https://www.zillow.com/homedetails/71033620_zpid/"	"4648RoyalAve,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.6mi;2_LakeShoreMiddle_6-8_2.6mi;3_RobertE.LeeHigh_9-12_1.5mi"	"50"	"1,110"	"871932"	620790010	NA	2005	NA	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"107"	107	44424567	"1,35,000"	57	NA	NA	"https://www.zillow.com/homedetails/44424567_zpid/"	"8626TaylorFieldRd,Jacksonville,FL32244"	"32244"	"SettlersLanding"	"4_EnterpriseLearningAcademy_PK-5_1.7mi;2_JeffersonDavisMiddle_6-8_3.6mi;2_NathanB.ForrestHigh_9-12_3.0mi"	"0.52"	"2,358"	"871683"	161130035	NA	2000	NA	"SingleFamily"	"Other"	"2"	"4"	NA
"108"	108	2103623076	"1,45,000"	139	NA	NA	"https://www.zillow.com/homedetails/2103623076_zpid/"	"1514SheridanSt,Jacksonville,FL32207"	"32207"	"SouthRiverside"	"9_HendricksAvenueElementary_K-5_0.1mi;5_AlfredI.DupontMiddle_6-8_2.5mi;4_SamuelW.WolfsonHigh_9-12_3.2mi"	NA	"1,040"	"872024"	NA	2	1947	NA	"MultiFamily"	"Other"	"2"	"2"	NA
"109"	109	44470730	":7,84019187:188:283:199962,900<U+2122>:<U+00A0>29"	NA	NA	NA	"https://www.zillow.com/homedetails/44470730_zpid/"	"3040RosselleSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"6_PinedaleElementary_PK-5_0.9mi;2_LakeShoreMiddle_6-8_3.1mi;3_RobertE.LeeHigh_9-12_0.7mi"	"7,840"	"1,661"	NA	634840000	NA	1918	NA	"SingleFamily"	NA	"2"	"5"	NA
"110"	110	58655399	":03220017:79:147:200594,000"	NA	NA	NA	"https://www.zillow.com/homedetails/58655399_zpid/"	"7228PaulHowardDr,Jacksonville,FL32222"	"32222"	"SettlersLanding"	"4_EnterpriseLearningAcademy_PK-5_1.6mi;2_JeffersonDavisMiddle_6-8_3.5mi;2_NathanB.ForrestHigh_9-12_3.0mi"	"0.32"	"1,647"	NA	161750095	NA	2001	NA	"Mobile/Manufactured"	NA	"2"	"3"	NA
"111"	111	113376336	"1,85,000"	123	NA	NA	"https://www.zillow.com/homedetails/113376336_zpid/"	"7497SteventonWay,Jacksonville,FL32244"	"32244"	"Duclay"	"1_SadieT.TillisElementary_K-5_1.1mi;2_J.E.B.StuartMiddle_6-8_2.9mi;2_NathanB.ForrestHigh_9-12_2.4mi"	NA	"1,503"	"872162"	159112180	NA	2012	NA	"SingleFamily"	"Contemporary"	"2"	"3"	NA
"112"	112	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126588212_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"113"	113	2103647280	"2,29,490"	112	NA	NA	"https://www.zillow.com/homedetails/2103647280_zpid/"	"CordovaPlan,Longleaf50'HomesitesJacksonville,FL32222"	"32222"	"ChimneyLakes"	"4_EnterpriseLearningAcademy_PK-5_0.4mi;2_JeffersonDavisMiddle_6-8_4.8mi;2_NathanB.ForrestHigh_9-12_4.3mi"	NA	"2,050"	NA	NA	1	2017	NA	"SingleFamily"	NA	"2"	"3"	NA
"114"	114	44421958	"1,00,000"	104	NA	NA	"https://www.zillow.com/homedetails/44421958_zpid/"	"6124OldMiddleburgRdS,Jacksonville,FL32222"	"32222"	"JacksonvilleHeightsSouth"	"2_WestviewK-8_K-8_1.4mi;2_NathanB.ForrestHigh_9-12_2.6mi;2_JeffersonDavisMiddle_6-8_3.0mi"	"3.84"	"960"	"871381"	152910000	NA	1996	NA	"SingleFamily"	"Other"	"2"	"2"	NA
"115"	115	44417192	"1,14,900"	81	NA	NA	"https://www.zillow.com/homedetails/44417192_zpid/"	"8244YolandaCt,Jacksonville,FL32210"	"32210"	"NormandyManor"	"2_NormandyVillageElementary_K-5_0.9mi;3_JosephStilwellMiddle_6-8_2.4mi;3_EdwardH.WhiteHigh_9-12_1.7mi"	"7,840"	"1,423"	"872007"	127241270	NA	1987	NA	"SingleFamily"	NA	"2"	"3"	NA
"116"	116	44470658	":10,01819867:105:204:200263,000<U+2122>:<U+00A0>74"	NA	NA	NA	"https://www.zillow.com/homedetails/44470658_zpid/"	"3158RayfordSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"6_PinedaleElementary_PK-5_0.8mi;2_LakeShoreMiddle_6-8_3.1mi;3_RobertE.LeeHigh_9-12_0.9mi"	"10,018"	"1,824"	NA	633960000	NA	1986	NA	"SingleFamily"	NA	NA	"2"	NA
"117"	117	113197920	"1,79,000"	95	NA	NA	"https://www.zillow.com/homedetails/113197920_zpid/"	"7520MishkieDr,Jacksonville,FL32244"	"32244"	"Duclay"	"1_SadieT.TillisElementary_K-5_1.1mi;2_J.E.B.StuartMiddle_6-8_2.9mi;2_NathanB.ForrestHigh_9-12_2.5mi"	NA	"1,884"	"871793"	159112050	0	2011	NA	"SingleFamily"	"Other"	"2"	"3"	NA
"118"	118	82984179	"1,74,900"	227	NA	NA	"https://www.zillow.com/homedetails/82984179_zpid/"	"400EBayStSTE609,Jacksonville,FL32202"	"32202"	"DowntownJacksonville"	"1_RichardL.BrownElementary_PK-5_1.4mi;2_MatthewW.GilbertMiddle_6-8_1.3mi;2_AndrewJacksonHigh_9-12_2.4mi"	NA	"770"	"872231"	733490162	21	2003	NA	"Condo"	"Other"	NA	NA	NA
"119"	119	89859346	"4,49,000"	270	NA	NA	"https://www.zillow.com/homedetails/89859346_zpid/"	"1431RiverplaceBlvdAPT2501,Jacksonville,FL32207"	"32207"	"Southside"	"9_HendricksAvenueElementary_K-5_1.8mi;5_AlfredI.DupontMiddle_6-8_4.5mi;4_SamuelW.WolfsonHigh_9-12_4.9mi"	NA	"1,666"	"871454"	803930616	21	2008	NA	"Condo"	"Other"	"2"	"2"	NA
"120"	120	44471931	"2,59,000"	178	NA	NA	"https://www.zillow.com/homedetails/44471931_zpid/"	"2632DellwoodAve,Jacksonville,FL32204"	"32204"	"Riverside"	"5_CentralRiversideElementary_PK-5_0.2mi;3_RobertE.LeeHigh_9-12_0.8mi;9_LavillaSchooloftheArts_6-8_1.9mi"	"5,728"	"1,456"	"871806"	651270000	1	1930	1970	"SingleFamily"	"Bungalow"	NA	"3"	NA
"121"	121	2094985434	"1,21,476"	NA	NA	NA	"https://www.zillow.com/homedetails/2094985434_zpid/"	"7411103rdSt,Jacksonville,FL32210"	"32210"	"CedarHills"	"1_OakHillElementary_PK-5_0.7mi;2_JeffersonDavisMiddle_6-8_0.7mi;2_NathanB.ForrestHigh_9-12_0.3mi"	NA	NA	"871421"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"122"	122	2103647273	"2,59,490"	106	NA	NA	"https://www.zillow.com/homedetails/2103647273_zpid/"	"Cordovaw/BonusPlan,Longleaf50'HomesitesJacksonville,FL32222"	"32222"	"ChimneyLakes"	"4_EnterpriseLearningAcademy_PK-5_0.4mi;2_JeffersonDavisMiddle_6-8_4.8mi;2_NathanB.ForrestHigh_9-12_4.3mi"	NA	"2,452"	NA	NA	2	2017	NA	"SingleFamily"	NA	"3"	"4"	NA
"123"	123	44494563	"99,900"	66	NA	NA	"https://www.zillow.com/homedetails/44494563_zpid/"	"5011RomillyDrE,Jacksonville,FL32210"	"32210"	"CedarHills"	"2_CedarHillsElementary_PK-5_0.6mi;2_J.E.B.StuartMiddle_6-8_0.6mi;2_NathanB.ForrestHigh_9-12_1.3mi"	NA	"1,522"	"871588"	974040000	NA	1960	NA	"SingleFamily"	NA	"2"	"3"	NA
"124"	124	44499623	"3,45,000"	181	NA	NA	"https://www.zillow.com/homedetails/44499623_zpid/"	"3941BalticSt,Jacksonville,FL32210"	"32210"	"Ortega"	"5_OrtegaElementary_K-5_0.1mi;2_LakeShoreMiddle_6-8_1.5mi;3_RobertE.LeeHigh_9-12_1.9mi"	"0.29"	"1,908"	"872167"	1014390000	1	1947	1970	"SingleFamily"	"Bungalow"	"2"	"4"	NA
"125"	125	44471288	"2,59,900"	126	NA	NA	"https://www.zillow.com/homedetails/44471288_zpid/"	"2647ForbesSt,Jacksonville,FL32204"	"32204"	"Riverside"	"2_WestRiversideElementary_PK-5_0.3mi;2_LakeShoreMiddle_6-8_3.1mi;3_RobertE.LeeHigh_9-12_0.7mi"	NA	"2,066"	"871325"	642460000	NA	1928	NA	"SingleFamily"	NA	"2"	"3"	NA
"126"	126	44409509	"1,50,000"	105	NA	NA	"https://www.zillow.com/homedetails/44409509_zpid/"	"706EstatesCoveRd,Jacksonville,FL32221"	"32221"	"RollingHills"	"5_CrystalSpringsElementary_PK-5_1.1mi;3_JosephStilwellMiddle_6-8_0.6mi;3_EdwardH.WhiteHigh_9-12_1.9mi"	"0.5"	"1,428"	"872090"	71240020	NA	1967	NA	"SingleFamily"	"Other"	NA	"3"	NA
"127"	127	44491697	"1,35,000"	75	NA	NA	"https://www.zillow.com/homedetails/44491697_zpid/"	"5142SanJuanAve,Jacksonville,FL32210"	"32210"	"Lakeshore"	"4_BayviewElementary_PK-5_0.9mi;2_LakeShoreMiddle_6-8_0.7mi;3_RobertE.LeeHigh_9-12_2.5mi"	NA	"1,800"	"871558"	944960000	NA	1944	NA	"SingleFamily"	NA	"3"	"5"	NA
"128"	128	2106705755	"2,60,000"	79	NA	NA	"https://www.zillow.com/homedetails/2106705755_zpid/"	"3023PostSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.9mi;2_LakeShoreMiddle_6-8_2.8mi;3_RobertE.LeeHigh_9-12_0.4mi"	NA	"3,290"	"871579"	NA	2	2	1925	NA	"MultiFamily"	"Other"	"--"	4
"129"	129	44498120	"3,24,900"	186	NA	NA	"https://www.zillow.com/homedetails/44498120_zpid/"	"1250MundyDr,Jacksonville,FL32207"	"32207"	"Miramar"	"9_HendricksAvenueElementary_K-5_1.2mi;5_AlfredI.DupontMiddle_6-8_1.7mi;4_SamuelW.WolfsonHigh_9-12_2.5mi"	"100"	"1,746"	"871418"	999650000	NA	1942	NA	"SingleFamily"	NA	"2"	"3"	NA
"130"	130	89857656	":03820087:273:9285:201313,700"	NA	NA	NA	"https://www.zillow.com/homedetails/89857656_zpid/"	"8877HawkeyeCir,Jacksonville,FL32221"	"32221"	"NormandyEstate"	"5_CrystalSpringsElementary_PK-5_0.5mi;3_JosephStilwellMiddle_6-8_1.8mi;3_EdwardH.WhiteHigh_9-12_2.4mi"	"0.38"	"2,468"	NA	90625700	NA	2008	NA	"SingleFamily"	NA	"3"	"4"	NA
"131"	131	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/117370956_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"132"	132	2094985433	"1,82,900"	111	NA	NA	"https://www.zillow.com/homedetails/2094985433_zpid/"	"MonicaCtLOT6Jacksonville,FL32210"	"32210"	"SettlersLanding"	"4_EnterpriseLearningAcademy_PK-5_1.9mi;2_JeffersonDavisMiddle_6-8_3.2mi;2_NathanB.ForrestHigh_9-12_2.7mi"	NA	"1,648"	"871417"	NA	NA	2017	NA	"SingleFamily"	NA	"2"	"4"	NA
"133"	133	2094974420	"2,15,000"	96	NA	NA	"https://www.zillow.com/homedetails/2094974420_zpid/"	"1603EuclidSt,Jacksonville,FL32210"	"32210"	"Fairfax"	"9_FishweirElementary_PK-5_0.1mi;2_LakeShoreMiddle_6-8_1.2mi;3_RobertE.LeeHigh_9-12_1.3mi"	"0.29"	"2,248"	"871570"	NA	NA	1924	NA	"SingleFamily"	NA	"2"	"2"	NA
"134"	134	44498065	"12,00,000"	255	NA	NA	"https://www.zillow.com/homedetails/44498065_zpid/"	"1157NorwichRd,Jacksonville,FL32207"	"32207"	"Miramar"	"9_HendricksAvenueElementary_K-5_1.2mi;5_AlfredI.DupontMiddle_6-8_1.9mi;4_SamuelW.WolfsonHigh_9-12_2.8mi"	NA	"4,702"	"871476"	999090000	0	1962	NA	"SingleFamily"	"Contemporary"	"5"	"6"	NA
"135"	135	2103647265	"2,91,490"	95	NA	NA	"https://www.zillow.com/homedetails/2103647265_zpid/"	"SerenataBonusPlan,Longleaf60'HomesitesJacksonville,FL32222"	"32222"	"ChimneyLakes"	"4_EnterpriseLearningAcademy_PK-5_0.4mi;2_JeffersonDavisMiddle_6-8_4.8mi;2_NathanB.ForrestHigh_9-12_4.3mi"	NA	"3,077"	NA	NA	2	2017	NA	"SingleFamily"	NA	"3"	"5"	NA
"136"	136	71034928	"1,70,000"	91	NA	NA	"https://www.zillow.com/homedetails/71034928_zpid/"	"8312StaplehurstDrW,Jacksonville,FL32244"	"32244"	"ChimneyLakes"	"4_EnterpriseLearningAcademy_PK-5_0.2mi;2_JeffersonDavisMiddle_6-8_4.9mi;2_NathanB.ForrestHigh_9-12_4.4mi"	"10,249"	"1,869"	"868386"	164307315	0	2004	NA	"SingleFamily"	NA	"2"	"4"	NA
"137"	137	89855940	":4,356200815:545:1,2457:2010129,900"	NA	NA	NA	"https://www.zillow.com/homedetails/89855940_zpid/"	"1376ManotakAve,Jacksonville,FL32210"	"32210"	"HydePark"	"1_HydeGroveElementary_PK-5_1.0mi;2_LakeShoreMiddle_6-8_2.4mi;3_EdwardH.WhiteHigh_9-12_0.8mi"	"4,356"	"1,380"	NA	114069950	NA	2008	NA	"SingleFamily"	NA	"2.5"	"3"	NA
"138"	138	126893704	":4,48820082452:56:::2010129,900"	NA	NA	NA	"https://www.zillow.com/homedetails/126893704_zpid/"	"ManotakAve,Jacksonville,FL32210"	"32210"	"HydePark"	"1_HydeGroveElementary_PK-5_1.0mi;2_LakeShoreMiddle_6-8_2.4mi;3_EdwardH.WhiteHigh_9-12_0.8mi"	"4,488"	"1,380"	NA	114069950	1	2008	2008	"SingleFamily"	NA	"2.5"	"3"	NA
"139"	139	44495994	"1,65,000"	81	NA	NA	"https://www.zillow.com/homedetails/44495994_zpid/"	"6072BizierRd,Jacksonville,FL32244"	"32244"	"Duclay"	"1_SadieT.TillisElementary_K-5_0.9mi;2_J.E.B.StuartMiddle_6-8_2.7mi;2_NathanB.ForrestHigh_9-12_2.7mi"	"7,666"	"2,040"	"869868"	989540000	2	1966	1966	"SingleFamily"	"Colonial"	"3"	"4"	NA
"140"	140	61275576	"1,85,000"	81	NA	NA	"https://www.zillow.com/homedetails/61275576_zpid/"	"8572SpringtreeRd,Jacksonville,FL32210"	"32210"	"Herlong"	"3_GregoryDriveElementary_K-5_1.0mi;3_JosephStilwellMiddle_6-8_2.8mi;3_EdwardH.WhiteHigh_9-12_2.2mi"	"9,449"	"2,289"	"870623"	127232705	1	2002	2002	"SingleFamily"	NA	"3"	"4"	NA
"141"	141	44495050	"1,29,900"	94	NA	NA	"https://www.zillow.com/homedetails/44495050_zpid/"	"5711BanyanDr,Jacksonville,FL32244"	"32244"	"Wesconnett"	"2_CedarHillsElementary_PK-5_1.3mi;2_J.E.B.StuartMiddle_6-8_0.7mi;2_NathanB.ForrestHigh_9-12_1.9mi"	"8,049"	"1,382"	"870493"	980830000	NA	1954	NA	"SingleFamily"	NA	"2"	"3"	NA
"142"	142	44428119	"1,49,900"	96	NA	NA	"https://www.zillow.com/homedetails/44428119_zpid/"	"7994LavenderLn,Jacksonville,FL32244"	"32244"	"ArgyleForest"	"7_ChimneyLakesElementary_K-5_2.3mi;2_JeffersonDavisMiddle_6-8_3.3mi;2_NathanB.ForrestHigh_9-12_2.8mi"	NA	"1,566"	"869692"	164685610	NA	1989	NA	"SingleFamily"	NA	"2"	"4"	NA
"143"	143	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126411192_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"144"	144	44469108	"2,15,000"	127	NA	NA	"https://www.zillow.com/homedetails/44469108_zpid/"	"1123WolfeSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.1mi;2_LakeShoreMiddle_6-8_2.2mi;3_RobertE.LeeHigh_9-12_0.9mi"	NA	"1,687"	"868675"	615660000	NA	1942	NA	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"145"	145	44471357	"3,40,000"	158	NA	NA	"https://www.zillow.com/homedetails/44471357_zpid/"	"2787ForbesSt,Jacksonville,FL32205"	"32205"	"Riverside"	"2_WestRiversideElementary_PK-5_0.3mi;2_LakeShoreMiddle_6-8_3.0mi;3_RobertE.LeeHigh_9-12_0.5mi"	"6,250"	"2,148"	"870100"	643390000	0	1914	NA	"SingleFamily"	NA	"3"	"3"	NA
"146"	146	44503712	"1,69,000"	115	NA	NA	"https://www.zillow.com/homedetails/44503712_zpid/"	"5511LoftyPinesCirS,Jacksonville,FL32210"	"32210"	"OrtegaFarms"	"1_TimucuanElementary_PK-5_0.7mi;2_J.E.B.StuartMiddle_6-8_0.7mi;2_NathanB.ForrestHigh_9-12_2.5mi"	"8,000"	"1,468"	"870627"	1046310397	1	1977	2005	"SingleFamily"	NA	"2"	"3"	NA
"147"	147	44465245	"38,900"	30	NA	NA	"https://www.zillow.com/homedetails/44465245_zpid/"	"2786SunnysideSt,Jacksonville,FL32254"	"32254"	"Lackawanna"	"2_RuthN.UpsonElementary_PK-5_1.7mi;3_RobertE.LeeHigh_9-12_1.1mi;9_LavillaSchooloftheArts_6-8_2.0mi"	"5,227"	"1,300"	"869402"	561060000	NA	1923	NA	"SingleFamily"	"Bungalow"	NA	"3"	NA
"148"	148	44469803	"1,59,900"	127	NA	NA	"https://www.zillow.com/homedetails/44469803_zpid/"	"4531PostSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.2mi;2_LakeShoreMiddle_6-8_2.2mi;3_RobertE.LeeHigh_9-12_1.2mi"	"4,944"	"1,263"	"869060"	623880000	1	1946	2016	"SingleFamily"	"Bungalow"	"2"	"3"	9
"149"	149	71038143	"84,000"	55	NA	NA	"https://www.zillow.com/homedetails/71038143_zpid/"	"7784HighchairLn,Jacksonville,FL32210"	"32210"	"JacksonvilleHeights"	"3_GregoryDriveElementary_K-5_0.5mi;2_JeffersonDavisMiddle_6-8_1.0mi;2_NathanB.ForrestHigh_9-12_0.8mi"	"8,712"	"1,524"	"871174"	142736618	0	2005	NA	"Townhouse"	NA	"3"	"3"	NA
"150"	150	44470992	"29,900"	40	NA	NA	"https://www.zillow.com/homedetails/44470992_zpid/"	"734FlorenceSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"5_CentralRiversideElementary_PK-5_0.4mi;3_RobertE.LeeHigh_9-12_0.8mi;NR_JamesWeldonJohnsonAcademicAndCaree..._6-8_2.0mi"	"6,098"	"750"	"868202"	638060000	1	1924	1924	"SingleFamily"	"Bungalow"	NA	"2"	NA
"151"	151	89856606	"1,60,000"	100	NA	NA	"https://www.zillow.com/homedetails/89856606_zpid/"	"6949SouthernOaksDrW,Jacksonville,FL32244"	"32244"	"OakHill"	"1_SadieT.TillisElementary_K-5_1.1mi;2_JeffersonDavisMiddle_6-8_1.5mi;2_NathanB.ForrestHigh_9-12_1.1mi"	NA	"1,596"	"871269"	158622000	NA	2008	NA	"SingleFamily"	NA	"2"	"4"	NA
"152"	152	44469359	"1,19,000"	137	NA	NA	"https://www.zillow.com/homedetails/44469359_zpid/"	"648MeteorSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"6_PinedaleElementary_PK-5_0.5mi;2_LakeShoreMiddle_6-8_2.6mi;3_RobertE.LeeHigh_9-12_1.2mi"	"5,159"	"868"	"868489"	618870000	1	1948	1948	"SingleFamily"	"Bungalow"	NA	"2"	NA
"153"	153	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126071001_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"154"	154	44468280	"1,73,900"	145	NA	NA	"https://www.zillow.com/homedetails/44468280_zpid/"	"4044ErnestSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"6_PinedaleElementary_PK-5_0.4mi;2_LakeShoreMiddle_6-8_2.8mi;3_RobertE.LeeHigh_9-12_1.1mi"	NA	"1,196"	"871187"	604790000	NA	1940	NA	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"155"	155	44465782	"4,900"	NA	NA	NA	"https://www.zillow.com/homedetails/44465782_zpid/"	"3232HuntSt,Jacksonville,FL32254"	"32254"	"Lackawanna"	"6_PinedaleElementary_PK-5_0.7mi;3_RobertE.LeeHigh_9-12_1.1mi;10_JamesWeldonJohnsonCollegePrepartory..._6-8_1.6mi"	NA	NA	"868859"	569340000	NA	NA	NA	NA	NA	NA	NA	NA
"156"	156	2113635032	"19,500"	NA	NA	NA	"https://www.zillow.com/homedetails/2113635032_zpid/"	"0HardenbrookLn,Jacksonville,FL32244"	"32244"	"OakHill"	"1_SadieT.TillisElementary_K-5_1.3mi;2_JeffersonDavisMiddle_6-8_2.2mi;2_NathanB.ForrestHigh_9-12_1.7mi"	NA	NA	"868706"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"157"	157	44482894	"3,24,900"	180	NA	NA	"https://www.zillow.com/homedetails/44482894_zpid/"	"1824DunsfordRd,Jacksonville,FL32207"	"32207"	"SouthRiverside"	"9_HendricksAvenueElementary_K-5_0.4mi;5_AlfredI.DupontMiddle_6-8_2.8mi;4_SamuelW.WolfsonHigh_9-12_3.3mi"	"1"	"1,803"	"870043"	825710000	0	1940	1970	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"158"	158	44501286	"1,34,900"	72	NA	NA	"https://www.zillow.com/homedetails/44501286_zpid/"	"4939EulaceRd,Jacksonville,FL32210"	"32210"	"ConfederatePoint"	"1_TimucuanElementary_PK-5_1.0mi;2_J.E.B.StuartMiddle_6-8_0.3mi;2_NathanB.ForrestHigh_9-12_2.1mi"	"0.66"	"1,884"	"868257"	1031140000	1	1954	2013	"SingleFamily"	NA	"2"	"3"	3
"159"	159	44469854	"1,99,999"	141	NA	NA	"https://www.zillow.com/homedetails/44469854_zpid/"	"4625AstralSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.3mi;2_LakeShoreMiddle_6-8_2.2mi;3_RobertE.LeeHigh_9-12_1.3mi"	NA	"1,416"	"871190"	624410000	0	1939	NA	"SingleFamily"	"Other"	NA	"3"	NA
"160"	160	44431872	"59,900"	53	NA	NA	"https://www.zillow.com/homedetails/44431872_zpid/"	"2507RedRobinDrE,Jacksonville,FL32210"	"32210"	"HydePark"	"1_HydeGroveElementary_PK-5_0.5mi;2_J.E.B.StuartMiddle_6-8_1.9mi;3_EdwardH.WhiteHigh_9-12_1.1mi"	NA	"1,120"	"870966"	187810000	NA	1961	NA	"SingleFamily"	NA	"2"	"3"	NA
"161"	161	44429908	":9,147195815:259:9965:200080,000:64"	64	NA	NA	"https://www.zillow.com/homedetails/44429908_zpid/"	"4038RodbyDr,Jacksonville,FL32210"	"32210"	"CedarHills"	"2_CedarHillsElementary_PK-5_0.3mi;2_J.E.B.StuartMiddle_6-8_1.0mi;2_NathanB.ForrestHigh_9-12_1.4mi"	"9,147"	"1,627"	NA	167600000	NA	1958	NA	"SingleFamily"	NA	"2"	"3"	NA
"162"	162	NA	NA	NA	NA	NA	"https://www.zillow.com/homedetails/126062689_zpid/"	NA	NA	NA	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"163"	163	44493587	"62,000"	62	NA	NA	"https://www.zillow.com/homedetails/44493587_zpid/"	"5822TampicoRd,Jacksonville,FL32244"	"32244"	"OakHill"	"1_OakHillElementary_PK-5_0.6mi;2_JeffersonDavisMiddle_6-8_0.8mi;2_NathanB.ForrestHigh_9-12_0.6mi"	NA	"1,000"	"868691"	965860000	0	1961	NA	"SingleFamily"	NA	NA	"3"	NA
"164"	164	44489793	"2,48,900"	165	NA	NA	"https://www.zillow.com/homedetails/44489793_zpid/"	"1218DancySt,Jacksonville,FL32205"	"32205"	"Avondale"	"9_FishweirElementary_PK-5_0.8mi;2_LakeShoreMiddle_6-8_2.0mi;3_RobertE.LeeHigh_9-12_0.8mi"	NA	"1,505"	"870749"	923350000	NA	1947	NA	"SingleFamily"	"Bungalow"	"2"	"3"	NA
"165"	165	44491522	"5,50,000"	169	NA	NA	"https://www.zillow.com/homedetails/44491522_zpid/"	"3158LakeShoreBlvd,Jacksonville,FL32210"	"32210"	"Lakeshore"	"4_BayviewElementary_PK-5_0.1mi;2_LakeShoreMiddle_6-8_0.3mi;3_RobertE.LeeHigh_9-12_2.6mi"	"1.3"	"3,248"	"870969"	942930000	1	1948	1960	"SingleFamily"	"Ranch"	"3"	"4"	9
"166"	166	2095132379	"1,67,000"	137	NA	NA	"https://www.zillow.com/homedetails/2095132379_zpid/"	"4525WheelerAveJacksonville,FL32210"	"32210"	"Lakeshore"	"4_BayviewElementary_PK-5_1.2mi;2_LakeShoreMiddle_6-8_1.1mi;3_RobertE.LeeHigh_9-12_1.5mi"	"50"	"1,220"	"869203"	NA	NA	2017	NA	"SingleFamily"	NA	"2"	"3"	NA
"167"	167	44472541	"1,10,000"	127	NA	NA	"https://www.zillow.com/homedetails/44472541_zpid/"	"1127RandolphSt,Jacksonville,FL32205"	"32205"	"MurrayHill"	"2_RuthN.UpsonElementary_PK-5_0.6mi;2_LakeShoreMiddle_6-8_2.0mi;3_RobertE.LeeHigh_9-12_1.6mi"	NA	"864"	"869429"	659760000	NA	1955	NA	"SingleFamily"	NA	NA	"2"	NA
